rns,mrt,smsa,med,iq,kww,age,s,expr,tenure,lnw
1,0,0,12,105,39,17,12,0,2,5.0749998
1,0,1,8,100,27,22,12,5.2750001,1,5.6900001
1,1,0,16,111,40,22,16,.958,1,5.4720001
1,0,0,16,125,44,22,17,0,1,5.9910002
1,0,0,12,124,20,21,16,0,0,5.4159999
1,1,1,12,107,41,24,14,7.934,2,6.1360002
1,0,1,12,110,45,26,12,3.9909999,1,5.2979999
1,0,0,16,102,32,21,13,1.455,0,5.4809999
1,1,0,12,81,36,25,12,7.3330002,6,6.0229998
1,0,0,12,99,36,21,12,3.7839999,3,5.4159999
1,1,1,12,102,35,19,13,0,1,5.7839999
1,1,1,12,95,44,24,12,0,7,5.421
1,0,1,11,98,37,24,16,.76899999,1,5.9910002
1,1,0,4,109,41,22,16,.55599999,1,5.9790001
1,1,0,8,82,41,24,12,6.6550002,2,5.7329998
1,0,0,12,105,22,20,13,0,0,5.0749998
1,1,0,12,95,36,24,12,0,2,5.493
1,1,1,12,123,43,24,16,1.872,4,5.8410001
1,0,0,12,86,24,19,12,0,1,5.3889999
1,0,1,8,87,41,24,12,0,2,5.2150002
0,1,0,12,117,39,22,16,.55299997,1,6.2919998
1,0,1,12,112,50,24,16,1.128,2,5.7589998
1,0,1,12,119,41,23,15,0,1,6.3099999
1,0,0,6,81,33,21,12,.38499999,1,5.2470002
1,1,0,10,124,48,22,17,.38499999,1,5.8080001
1,1,0,7,89,38,22,12,0,2,5.4380002
1,1,1,12,106,41,21,16,1.189,2,6.3969998
1,0,0,11,103,30,18,13,.333,1,5.3800001
1,0,0,6,91,40,19,12,.37799999,1,5.2930002
1,1,1,12,101,34,23,16,5.4060001,2,5.829
1,0,1,12,83,32,22,12,2.25,2,5.0430002
1,1,1,12,102,54,24,17,.161,5,6.1760001
1,0,1,7,94,34,18,12,.42300001,1,5.1929998
1,1,1,12,97,38,23,10,3.4749999,1,5.46
1,0,1,12,115,38,23,17,0,2,6.0910001
1,0,1,17,117,38,24,16,.37799999,1,5.9860001
1,1,1,8,105,45,24,12,5.756,1,5.5570002
1,0,1,8,113,36,30,16,.53299999,5,5.829
0,1,1,10,83,37,29,12,5.974,0,6.1939998
1,1,1,17,101,44,29,18,.40599999,4,6.4070001
1,1,1,12,113,36,22,12,0,6,5.7930002
1,1,1,12,88,31,23,12,.62800002,2,5.4159999
1,1,1,16,113,27,21,16,.54100001,4,5.7779999
1,1,1,12,106,38,20,14,0,1,6.8439999
1,1,1,10,114,36,23,12,2.1659999,1,5.4510002
1,0,1,11,119,32,22,16,2.1129999,2,6.2930002
1,1,1,1,89,40,24,12,5.5799999,2,5.3610001
1,0,1,12,97,28,18,13,.37799999,1,5.8200002
1,0,1,12,83,51,24,13,.52700001,1,6.0570002
1,1,1,12,97,40,27,11,11.444,1,6.3189998
1,1,1,12,98,37,18,12,0,1,5.6170001
1,0,0,8,84,24,18,12,1.045,1,5.1529999
1,0,0,8,74,24,20,12,1.964,1,5.257
1,1,0,6,93,32,22,12,2.128,3,4.7449999
1,1,1,17,113,41,26,17,1.1339999,2,6.5250001
1,0,1,8,92,37,24,12,1.145,2,5.342
1,0,0,9,127,44,20,12,2.1110001,0,5.6869998
1,1,0,6,109,44,23,12,6.25,5,5.829
1,0,0,10,97,42,20,12,1.206,2,5.4159999
1,1,1,0,66,30,22,11,4.5250001,0,5.2360001
0,1,1,16,109,46,26,16,.96200001,7,6.3940001
1,1,1,4,109,43,24,16,.27700001,1,6.0710001
1,1,0,8,85,44,23,12,0,1,5.2199998
1,0,0,8,81,26,19,12,1.154,1,5.1929998
1,1,0,5,87,12,28,9,10.609,1,6.0640001
0,0,1,12,78,40,20,13,.96799999,1,5.5209999
0,0,1,12,54,37,20,13,1,1,5.3470001
0,1,1,8,98,33,22,12,1.233,1,5.4159999
0,0,1,12,98,34,22,12,2.25,3,5.652
0,0,1,16,105,29,22,16,.60299999,1,5.8049998
0,0,1,12,87,25,19,12,0,1,5.1059999
0,1,1,12,117,25,20,13,2.6500001,0,6.2150002
0,0,1,12,85,30,21,14,0,0,5.2979999
0,0,1,8,82,35,20,13,1.817,1,5.4159999
0,1,1,12,114,39,24,18,1.381,0,6.5240002
0,1,1,12,105,48,26,18,3.3199999,2,7.0510001
0,1,1,7,92,20,24,14,2.4489999,1,5.9910002
0,0,1,12,107,23,18,12,0,1,5.829
0,0,1,12,111,41,26,17,0,2,5.927
0,0,1,16,119,49,26,16,4.3629999,1,6.1360002
0,1,1,12,97,40,24,12,7.1279998,8,6.3559999
0,1,1,10,110,34,19,12,2.3329999,1,5.6659999
0,1,1,12,96,32,24,12,5.2010002,6,5.9429998
0,1,1,12,102,31,23,10,3.3329999,4,5.7199998
0,1,1,0,64,22,24,12,5.3779998,6,5.198
0,0,1,8,103,32,20,12,3,1,4.605
0,1,1,12,118,39,24,10,9.4980001,0,5.323
0,1,1,13,118,41,23,17,0,2,5.697
0,1,1,12,75,37,29,13,6.7199998,1,5.704
0,1,1,12,112,45,20,13,0,1,5.8860002
0,0,1,12,95,20,21,12,1.712,1,5.2979999
0,1,1,12,119,38,26,16,0,4,6.1939998
0,1,1,12,94,35,25,14,.37799999,1,5.704
0,0,1,6,103,27,18,12,0,1,5.165
0,1,1,14,90,36,21,16,.38499999,1,5.6170001
0,1,0,16,128,50,28,17,1.145,5,6.7059999
0,0,1,12,84,40,19,12,.37799999,1,6.04
0,1,1,8,97,38,22,12,2.3329999,2,6.1360002
0,0,1,12,102,34,19,12,1.3329999,1,5.704
0,1,1,12,131,41,24,17,.484,1,6.3839998
0,1,1,12,126,23,22,16,.977,1,5.7069998
0,1,1,12,107,32,21,16,.39700001,0,5.9910002
0,1,1,12,108,45,26,16,.85000002,2,6.7859998
0,1,1,12,108,40,28,15,0,0,6.04
0,0,1,12,115,46,22,16,.37799999,1,5.2979999
0,1,1,12,111,44,21,14,1.75,2,5.5009999
0,1,1,12,115,47,22,12,1.462,2,5.2729998
0,1,1,11,101,31,19,13,1,2,5.0500002
0,1,1,12,114,48,25,18,.34599999,1,6.1220002
0,0,1,12,116,40,22,17,0,2,5.421
0,1,1,12,90,41,22,12,0,2,5.3800001
0,0,1,14,125,33,17,12,0,1,5.4640002
0,0,1,12,98,26,17,12,.33700001,1,5.638
0,1,1,10,111,42,21,15,1.374,4,5.849
0,1,1,12,109,38,22,15,.80599999,3,6.0380001
0,0,1,12,124,36,25,16,.37799999,1,5.743
0,1,1,8,121,35,25,13,.35800001,4,6.3969998
0,0,1,10,103,37,19,12,0,1,5.5209999
0,0,1,12,96,19,17,12,1,1,5.598
0,1,1,12,100,40,19,12,0,2,6.0209999
0,1,1,11,112,38,24,10,0,8,5.9990001
0,0,1,12,73,24,17,10,0,1,5.3709998
0,0,1,11,101,39,19,12,0,1,5.6279998
0,0,1,12,99,44,22,12,4.3330002,4,5.4809999
0,0,1,12,95,23,19,12,.46200001,1,4.8280001
0,1,0,18,109,40,28,16,0,3,6.125
0,0,1,13,110,35,18,12,0,1,5.6729999
0,1,1,4,98,49,27,17,0,1,6.2820001
0,1,1,12,112,46,29,15,2.0369999,0,6.6199999
0,1,1,11,90,28,18,12,0,1,6.6199999
0,1,0,12,102,46,28,14,5.2820001,0,6.3330002
0,1,1,12,119,39,22,16,.65799999,2,6.052
0,1,0,8,96,34,17,12,.333,1,5.553
0,1,1,12,118,40,27,18,1.1799999,1,6.4629998
0,1,0,9,79,39,23,11,5.3779998,1,5.6630001
0,1,0,10,96,42,26,12,0,8,5.9580002
0,0,0,12,80,27,17,11,1.006,1,5.7779999
0,0,0,12,137,36,23,13,.79799998,1,5.8140001
0,0,0,12,116,42,23,15,.46200001,1,5.9640002
0,1,1,12,69,31,21,11,1.317,2,6.0310001
0,0,1,6,78,36,19,12,1.961,1,5.6059999
0,1,1,8,99,41,29,12,11.11,4,5.994
0,0,1,16,92,33,18,12,.37799999,3,5.3520002
0,0,1,16,113,23,21,16,0,6,6.0430002
0,0,1,12,98,29,24,13,0,1,5.434
0,1,1,12,115,30,21,15,.39199999,3,6.1719999
0,0,1,6,117,41,24,16,0,1,5.6630001
0,1,1,8,96,38,21,12,0,4,5.6589999
0,0,1,10,108,46,21,12,1.783,0,5.5209999
0,1,0,16,92,34,23,16,.52999997,0,5.4120002
0,0,1,16,95,38,23,15,3.3329999,1,5.4159999
0,0,1,15,94,40,21,13,.46200001,1,5.645
0,1,0,7,115,38,24,12,6.3330002,7,5.8439999
0,1,0,12,105,42,23,16,.25,0,5.8460002
0,0,0,7,109,36,22,12,2.5450001,1,5.5760002
0,1,0,12,87,38,22,12,4.5089998,4,5.684
0,0,1,13,110,34,22,16,.333,1,5.5409999
0,0,0,10,110,30,21,16,.38699999,1,5.6170001
0,0,1,17,109,32,19,12,.96200001,1,5.7270002
0,1,0,12,85,21,21,12,3.1659999,4,5.6170001
0,1,0,10,105,42,26,14,1.378,1,5.652
0,1,0,10,122,39,25,16,.59399998,0,5.5949998
0,1,1,14,108,40,22,16,0,1,6.0209999
0,0,1,12,122,38,22,16,1.309,1,5.6240001
0,1,1,8,79,32,24,16,2.3970001,2,6.263
0,0,1,12,105,30,17,12,0,1,5.165
0,0,0,8,110,42,23,12,0,1,5.5489998
0,0,1,14,92,32,20,12,2.3870001,1,5.73
0,1,0,12,131,32,25,16,3.395,5,5.9530001
0,0,0,12,104,32,20,12,1.131,1,5.257
0,1,0,12,110,39,27,16,4.6820002,1,6.0279999
1,0,1,10,99,20,17,12,.69199997,1,5.4809999
1,0,0,4,72,34,20,9,4.0830002,1,4.8280001
1,0,0,6,86,35,19,12,.46200001,1,4.9130001
1,1,0,12,68,38,21,11,0,5,5.46
1,1,0,12,116,42,29,16,.495,2,6.2540002
1,0,0,10,96,45,22,13,0,1,5.2979999
1,0,1,12,100,32,17,9,0,1,5.0749998
1,1,1,12,101,38,18,12,0,1,5.7810001
1,1,1,12,117,39,22,16,1.275,0,6.4439998
1,0,1,16,93,38,19,12,0,2,4.8280001
1,0,1,9,116,37,17,12,1,2,5.1760001
1,1,1,12,106,42,22,12,5.0830002,6,5.1420002
1,1,1,14,98,45,22,12,2.5829999,1,5.6240001
1,1,1,12,103,36,23,12,0,1,5.4380002
1,0,0,10,100,22,21,13,0,1,5.3520002
1,1,0,10,96,39,18,12,1.13,1,5.5209999
1,0,1,10,96,27,18,12,.87800002,1,6.0310001
1,0,0,13,104,42,17,12,0,1,4.796
1,0,0,14,106,34,28,17,3.0009999,1,5.3470001
1,0,0,12,106,44,23,16,.417,1,5.7779999
1,0,1,9,94,24,26,12,7.7859998,6,5.5009999
1,1,0,10,81,29,21,10,4.3330002,1,5.8579998
1,1,0,5,87,15,22,9,6.4619999,4,4.7179999
1,0,0,6,75,27,18,12,1,1,5.2470002
1,0,0,5,95,34,17,12,.333,1,5.0110002
1,0,0,3,86,19,19,11,1,4,4.868
1,0,0,3,86,17,18,10,.308,1,5.1360002
1,0,0,8,104,41,20,12,0,1,5.2199998
1,0,0,7,95,21,20,12,2.6010001,3,4.9050002
1,0,0,8,116,37,18,12,.61500001,1,5.4159999
1,1,0,8,66,20,21,9,4.3330002,1,5.704
1,1,1,0,101,38,22,16,1.475,1,5.684
1,0,0,12,96,23,17,12,0,0,4.8899999
1,1,0,9,104,41,21,12,2.378,4,5.2470002
1,1,0,14,105,34,24,16,1.013,1,5.6630001
1,0,1,8,106,34,18,12,0,1,5.5799999
1,1,0,15,101,34,22,17,1.597,2,6.2519999
1,1,1,12,96,42,22,12,.91600001,1,5.4159999
1,0,0,12,105,34,19,12,0,2,5.0809999
1,1,1,3,106,40,28,12,.52700001,9,6.131
1,1,1,8,102,44,22,12,5.4169998,6,5.3130002
1,1,0,12,90,46,24,11,0,1,5.1929998
1,0,0,12,104,30,17,12,.403,1,5.3800001
1,1,0,12,118,37,21,16,.46200001,1,5.9530001
1,1,0,9,108,40,22,12,2.7249999,3,5.2979999
1,0,0,12,104,37,18,12,.37799999,1,5.4850001
1,1,0,10,92,40,27,9,8.0880003,1,5.5409999
1,0,0,4,87,26,21,12,.92799997,1,5.5170002
1,0,0,12,96,38,20,15,0,3,5.2360001
1,1,0,12,80,34,24,10,1.322,4,5.0749998
1,1,0,12,104,40,25,16,1.511,2,6.0710001
1,1,0,9,104,35,27,18,0,2,6.3579998
1,1,1,12,96,24,24,18,.5,0,5.4419999
1,0,0,12,89,24,22,12,3.2060001,2,5.4159999
1,1,0,10,113,39,18,12,1.462,2,4.8600001
1,0,0,7,105,29,19,12,1.8329999,2,5.0110002
1,0,0,7,84,39,20,12,0,1,5.5209999
1,1,1,7,108,36,21,12,2.434,3,5.2309999
1,1,1,8,104,32,20,12,1.462,2,5.1360002
1,0,0,7,106,28,17,12,1,1,4.8280001
1,1,1,12,70,34,24,10,7.5450001,8,5.2979999
1,1,1,11,104,39,24,16,.47499999,1,5.8460002
1,0,1,14,91,42,18,12,0,1,5.112
1,1,1,14,112,42,26,18,.39500001,1,6.2540002
1,0,0,12,97,27,18,10,.86500001,1,5.2470002
1,0,0,10,99,40,18,12,1.3329999,1,5.2979999
1,0,0,6,86,28,17,9,.333,1,5.165
1,0,0,12,90,36,18,12,2.289,2,5.4159999
0,1,1,12,101,43,19,12,0,1,5.6939998
1,1,0,11,109,33,21,15,0,0,5.73
1,1,0,12,107,40,24,12,6.3330002,1,5.1529999
1,1,0,12,110,48,22,16,.926,1,5.2979999
1,1,1,10,120,35,20,13,0,0,6.7309999
1,0,1,12,97,34,22,16,.78600001,0,5.8200002
1,1,1,11,103,37,21,12,1.906,0,5.881
1,1,1,12,114,36,22,16,.336,0,5.927
1,0,1,8,95,31,18,11,0,1,5.1760001
1,0,0,12,97,28,24,16,.5,2,6.5120001
1,0,0,13,97,34,20,14,1.908,0,5.4419999
1,1,1,10,83,25,19,13,1,1,4.9419999
1,1,0,12,104,46,24,16,0,1,5.5289998
1,1,0,12,82,27,24,12,2.8169999,0,5.6869998
1,1,1,8,113,45,26,16,0,1,6.0229998
1,1,0,7,93,39,22,12,.69199997,1,5.1760001
1,1,0,12,101,38,25,12,4.8280001,0,5.7839999
1,1,0,7,100,33,23,12,2.4890001,2,5.6279998
1,1,1,8,102,32,19,12,.27700001,1,5.0749998
